customerid,city,zip_code,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,churn_label,churn_value,county
9848-JQJTX,Venice,90291,33.991782,-118.479229,Male,No,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),100.9,No,0,Los Angeles County
9803-FTJCG,Playa Del Rey,90293,33.947305,-118.439841,Male,No,Yes,No,71,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.85,No,0,Los Angeles County
3212-KXOCR,Inglewood,90302,33.975332,-118.355252,Male,No,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.0,No,0,Los Angeles County
6380-ARCEH,Inglewood,90304,33.936827,-118.359824,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,No,0,Los Angeles County
3679-XASPY,Inglewood,90305,33.958134,-118.330905,Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.45,No,0,Los Angeles County
7123-WQUHX,Santa Monica,90401,34.015481,-118.493231,Male,No,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),95.0,No,0,Los Angeles County
5386-THSLQ,Santa Monica,90402,34.035849,-118.503508,Female,Yes,Yes,No,66,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),45.55,No,0,Los Angeles County
6180-YBIQI,Santa Monica,90404,34.026334,-118.474222,Male,No,No,No,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,No,0,Los Angeles County
6728-DKUCO,Santa Monica,90405,34.005439,-118.477507,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.15,No,0,Los Angeles County
9750-BOOHV,Torrance,90501,33.833699,-118.314387,Female,No,No,No,32,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,30.15,No,0,Los Angeles County
8597-CWYHH,Torrance,90502,33.833181,-118.292062,Male,No,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,94.35,No,0,Los Angeles County
2848-YXSMW,Torrance,90503,33.840399,-118.353714,Male,No,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,No,0,Los Angeles County
4549-ZDQYY,Torrance,90505,33.807882,-118.347957,Female,No,No,No,52,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),57.95,No,0,Los Angeles County
5712-AHQNN,Whittier,90601,34.007353,-118.033683,Female,No,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,No,0,Los Angeles County
5256-SKJGO,Whittier,90603,33.945318,-117.992066,Female,No,Yes,No,64,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,54.6,No,0,Los Angeles County
3071-VBYPO,Whittier,90604,33.929704,-118.01208,Male,No,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.85,No,0,Los Angeles County
9560-BBZXK,Whittier,90605,33.960891,-118.032222,Female,No,No,No,36,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),31.05,No,0,Los Angeles County
8402-OOOHJ,Buena Park,90620,33.845706,-118.012204,Female,No,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.65,No,0,Orange County
9445-ZUEQE,Buena Park,90621,33.874224,-117.993368,Male,No,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.2,No,0,Orange County
1091-SOZGA,La Palma,90623,33.850504,-118.039892,Female,No,Yes,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.8,No,0,Orange County
2928-HLDBA,Cypress,90630,33.818477,-118.038307,Female,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,No,0,Orange County
6497-TILVL,La Mirada,90638,33.902045,-118.008961,Female,No,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,No,0,Los Angeles County
7219-TLZHO,Montebello,90640,34.015217,-118.109962,Female,No,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,No,0,Los Angeles County
4622-YNKIJ,Norwalk,90650,33.905963,-118.08263,Male,No,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.95,No,0,Los Angeles County
6734-PSBAW,Santa Fe Springs,90670,33.933565,-118.062611,Male,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.55,No,0,Los Angeles County
3930-ZGWVE,Stanton,90680,33.801869,-117.995068,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,No,0,Orange County
2639-UGMAZ,Artesia,90701,33.867593,-118.080637,Male,Yes,No,No,71,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,No,0,Los Angeles County
2876-GZYZC,Cerritos,90703,33.8681,-118.067402,Female,No,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,No,0,Los Angeles County
8587-XYZSF,Bellflower,90706,33.887676,-118.127289,Male,No,No,No,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,No,0,Los Angeles County
7799-LGRDP,Lakewood,90713,33.847755,-118.112532,Female,No,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,No,0,Los Angeles County
7850-VWJUU,Lakewood,90715,33.841027,-118.078097,Female,No,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,No,0,Los Angeles County
3774-VBNXY,Hawaiian Gardens,90716,33.830431,-118.074071,Female,No,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,No,0,Los Angeles County
6217-KDYWC,Lomita,90717,33.794209,-118.317354,Male,No,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,No,0,Los Angeles County
3146-MSEGF,Paramount,90723,33.897122,-118.164432,Female,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,No,0,Los Angeles County
1095-WGNGG,San Pedro,90732,33.744119,-118.31448,Female,No,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,No,0,Los Angeles County
2636-SJDOU,Seal Beach,90740,33.75462,-118.071128,Male,No,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,No,0,Orange County
1131-QQZEB,Sunset Beach,90742,33.719221,-118.073596,Male,Yes,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,No,0,Orange County
5716-EZXZN,Surfside,90743,33.728273,-118.085304,Female,No,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,No,0,Orange County
6837-BJYDQ,Wilmington,90744,33.782068,-118.262263,Male,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,No,0,Los Angeles County
6440-DKQGE,Carson,90746,33.859171,-118.252272,Male,No,No,No,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,No,0,Los Angeles County
3466-BYAVD,Long Beach,90802,33.752524,-118.210737,Male,No,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,No,0,Los Angeles County
3780-YVMFA,Long Beach,90803,33.760458,-118.129725,Female,No,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,No,0,Los Angeles County
1679-JRFBR,Long Beach,90805,33.864622,-118.179626,Female,No,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,No,0,Los Angeles County
9073-ZZIAY,Long Beach,90806,33.802664,-118.179971,Male,No,Yes,No,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,No,0,Los Angeles County
3077-RSNTJ,Long Beach,90807,33.830099,-118.182239,Female,No,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,No,0,Los Angeles County
6551-GNYDG,Long Beach,90808,33.823943,-118.111335,Female,No,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,No,0,Los Angeles County
9167-APMXZ,Long Beach,90810,33.819814,-118.222416,Female,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,No,0,Los Angeles County
2749-CTKAJ,Long Beach,90813,33.781086,-118.199049,Male,No,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,No,0,Los Angeles County
6371-NZYEG,Long Beach,90814,33.771612,-118.143866,Male,No,Yes,No,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,No,0,Los Angeles County
7554-NEWDD,Long Beach,90815,33.797638,-118.11662,Male,No,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,No,0,Los Angeles County
8992-VONJD,Long Beach,90822,33.778436,-118.118648,Female,No,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,No,0,Los Angeles County
4482-EWFMI,Arcadia,91006,34.137319,-118.029837,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,No,0,Los Angeles County
4648-YPBTM,Arcadia,91007,34.128284,-118.047732,Male,No,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,No,0,Los Angeles County
2907-ILJBN,Duarte,91010,34.145695,-117.95982,Female,No,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,No,0,Los Angeles County
6345-FZOQH,La Canada Flintridge,91011,34.234912,-118.153729,Male,No,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,No,0,Los Angeles County
5997-OPVFA,Montrose,91020,34.2112,-118.230625,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,No,0,Los Angeles County
1159-WFSGR,South Pasadena,91030,34.110444,-118.156957,Female,No,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,No,0,Los Angeles County
7654-YWJUF,Sunland,91040,34.282704,-118.312929,Male,No,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,No,0,Los Angeles County
6727-IOTLZ,Pasadena,91101,34.146635,-118.139225,Male,No,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,No,0,Los Angeles County
5918-VUKWP,Pasadena,91104,34.165383,-118.123752,Female,No,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,No,0,Los Angeles County
1744-JHKYS,Pasadena,91105,34.13946,-118.166649,Female,No,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,No,0,Los Angeles County
5947-SGKCL,San Marino,91108,34.122671,-118.112911,Female,No,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,No,0,Los Angeles County
3712-PKXZA,Glendale,91201,34.17051,-118.289463,Male,No,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,No,0,Los Angeles County
6582-OIVSP,Glendale,91203,34.153338,-118.262974,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,No,0,Los Angeles County
5524-KHNJP,Glendale,91205,34.13658,-118.245839,Male,No,Yes,No,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,No,0,Los Angeles County
4827-USJHP,Glendale,91208,34.195386,-118.238508,Male,No,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,No,0,Los Angeles County
8167-GJLRN,La Crescenta,91214,34.239636,-118.245259,Male,No,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,No,0,Los Angeles County
0956-SYCWG,Agoura Hills,91301,34.129058,-118.759788,Female,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.65,No,0,Los Angeles County
8017-UVSZU,Calabasas,91302,34.130861,-118.68346,Female,No,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.6,No,0,Los Angeles County
7100-FQPRV,Canoga Park,91303,34.19829,-118.602203,Male,No,Yes,No,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9,No,0,Los Angeles County
2984-RGEYA,Winnetka,91306,34.209532,-118.577563,Female,No,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,No,0,Los Angeles County
9680-NIAUV,West Hills,91307,34.199787,-118.68493,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.7,No,0,Los Angeles County
2146-EGVDT,Chatsworth,91311,34.294142,-118.603883,Male,No,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,No,0,Los Angeles County
2604-IJPDU,Encino,91316,34.150354,-118.518292,Female,No,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,No,0,Los Angeles County
9178-JHUVJ,Newbury Park,91320,34.172071,-118.946262,Male,No,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.1,No,0,Ventura County
6168-YBYNP,Newhall,91321,34.370378,-118.504118,Male,No,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,No,0,Los Angeles County
7255-SSFBC,Northridge,91324,34.238208,-118.55029,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,No,0,Los Angeles County
3645-DEYGF,Northridge,91325,34.236683,-118.517588,Male,No,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,No,0,Los Angeles County
9323-HGFWY,Porter Ranch,91326,34.281911,-118.556218,Female,No,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.9,No,0,Los Angeles County
8544-GOQSH,Pacoima,91331,34.255442,-118.421314,Female,No,No,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.05,No,0,Los Angeles County
3363-DTIVD,Reseda,91335,34.200175,-118.540958,Male,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,No,0,Los Angeles County
7018-WBJNK,San Fernando,91340,34.286131,-118.435969,Male,No,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.3,No,0,Los Angeles County
9142-KZXOP,Sylmar,91342,34.321621,-118.399841,Male,No,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.85,No,0,Los Angeles County
7674-YTAFD,North Hills,91343,34.238802,-118.482296,Female,No,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.95,No,0,Los Angeles County
6348-SNFUS,Granada Hills,91344,34.291273,-118.505104,Male,No,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.45,No,0,Los Angeles County
1347-KTTTA,Canyon Country,91351,34.422519,-118.420717,Male,No,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.45,No,0,Los Angeles County
4195-NZGTA,Valencia,91354,34.457005,-118.573726,Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,No,0,Los Angeles County
7157-SMCFK,Valencia,91355,34.43987,-118.644609,Male,No,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,No,0,Los Angeles County
4709-LKHYG,Tarzana,91356,34.157137,-118.548511,Female,No,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.0,No,0,Los Angeles County
2504-DSHIH,Thousand Oaks,91360,34.214054,-118.88109,Male,Yes,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.8,No,0,Ventura County
0699-NDKJM,Westlake Village,91361,34.130992,-118.894673,Female,No,Yes,No,57,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.75,No,0,Ventura County
9286-BHDQG,Thousand Oaks,91362,34.191842,-118.822796,Male,No,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),45.25,No,0,Ventura County
0230-WEQUW,Woodland Hills,91364,34.153733,-118.593408,Male,No,Yes,No,66,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.6,No,0,Los Angeles County
2040-LDIWQ,Woodland Hills,91367,34.178068,-118.615714,Male,No,Yes,No,65,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,No,0,Los Angeles County
6496-JDSSB,Oak Park,91377,34.19225,-118.776874,Female,No,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.0,No,0,Ventura County
4443-EMBNA,Castaic,91384,34.506627,-118.699048,Female,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,No,0,Los Angeles County
6469-MRVET,Van Nuys,91401,34.178483,-118.431791,Male,No,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.2,No,0,Los Angeles County
5961-VUSRV,Sherman Oaks,91403,34.147149,-118.463365,Female,No,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.35,No,0,Los Angeles County
6778-JFCMK,Van Nuys,91405,34.202494,-118.448048,Male,No,No,No,24,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,50.6,No,0,Los Angeles County
6341-JVQGF,Van Nuys,91406,34.195685,-118.490752,Female,No,Yes,No,31,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,81.15,No,0,Los Angeles County
4811-JBUVU,Sherman Oaks,91423,34.146957,-118.432138,Male,No,No,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.9,No,0,Los Angeles County
0945-TSONX,Encino,91436,34.152875,-118.486056,Female,No,Yes,No,47,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.3,No,0,Los Angeles County
2651-ZCBXV,Burbank,91501,34.188339,-118.300942,Male,No,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.0,No,0,Los Angeles County
3316-UWXUY,Burbank,91502,34.177267,-118.31003,Male,No,No,No,50,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),93.5,No,0,Los Angeles County
7083-MIOPC,Burbank,91505,34.174215,-118.345928,Female,No,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,No,0,Los Angeles County
1984-GPTEH,Burbank,91506,34.169706,-118.323548,Female,No,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.15,No,0,Los Angeles County
